Date: 2024-04-30, Time: 21:45:22, Temperature: 30, Humidity: 38
Date: 2024-04-30, Time: 21:54:56, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:55:07, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:55:17, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:55:28, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:55:39, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:55:49, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:56:00, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:56:10, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:56:21, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:56:32, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:56:42, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 21:56:53, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 21:57:03, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 21:57:14, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:57:25, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:57:35, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:57:46, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:57:56, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:58:07, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:58:18, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:58:28, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:58:39, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:58:49, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:59:00, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:59:11, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:59:21, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:59:32, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:59:42, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 21:59:53, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:00:04, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:00:14, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:00:25, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:00:35, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:00:46, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:00:57, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:01:07, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:01:18, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:01:29, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:01:39, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:01:50, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:02:00, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:02:11, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:02:22, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:02:32, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:02:43, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:02:53, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:03:04, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:03:15, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:03:25, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:03:36, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:03:46, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:03:57, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:04:08, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:04:18, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:04:29, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:04:39, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:04:50, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:05:00, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:05:11, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:05:22, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:05:32, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:05:43, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:05:54, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:06:05, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:06:15, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:06:26, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:06:36, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:06:47, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:06:58, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:07:08, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:07:19, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:07:30, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:07:40, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:07:51, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:08:01, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:08:12, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:08:23, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:08:33, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:08:44, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:08:55, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:09:05, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:09:16, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:09:26, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:09:37, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:09:48, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:09:58, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:10:09, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:10:19, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:10:30, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:10:40, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:10:51, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:11:02, Temperature: 28, Humidity: 37
Date: 2024-04-30, Time: 22:11:12, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:11:23, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:11:34, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:11:44, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:11:55, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:12:06, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:12:16, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:12:27, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:12:37, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:12:48, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:12:59, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:13:09, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:13:20, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:13:30, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:13:41, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:13:52, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:14:02, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:14:13, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:14:24, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:14:34, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:14:45, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:14:55, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:15:06, Temperature: 28, Humidity: 38
Date: 2024-04-30, Time: 22:15:17, Temperature: 28, Humidity: 39
Date: 2024-04-30, Time: 22:15:27, Temperature: 28, Humidity: 39
Date: 2024-04-30, Time: 22:15:38, Temperature: 28, Humidity: 39
Date: 2024-04-30, Time: 22:15:49, Temperature: 28, Humidity: 40
Date: 2024-04-30, Time: 22:15:59, Temperature: 28, Humidity: 40
Date: 2024-04-30, Time: 22:16:10, Temperature: 28, Humidity: 41
Date: 2024-04-30, Time: 22:16:20, Temperature: 28, Humidity: 41
Date: 2024-04-30, Time: 22:16:31, Temperature: 28, Humidity: 41
Date: 2024-04-30, Time: 22:16:42, Temperature: 28, Humidity: 42
Date: 2024-04-30, Time: 22:16:52, Temperature: 28, Humidity: 42
Date: 2024-04-30, Time: 22:17:03, Temperature: 28, Humidity: 42
Date: 2024-04-30, Time: 22:17:14, Temperature: 28, Humidity: 42
Date: 2024-04-30, Time: 22:17:24, Temperature: 28, Humidity: 43
Date: 2024-04-30, Time: 22:17:35, Temperature: 28, Humidity: 43
Date: 2024-04-30, Time: 22:17:45, Temperature: 28, Humidity: 43
Date: 2024-04-30, Time: 22:17:56, Temperature: 28, Humidity: 43
Date: 2024-04-30, Time: 22:18:07, Temperature: 28, Humidity: 43
Date: 2024-04-30, Time: 22:18:17, Temperature: 28, Humidity: 44
Date: 2024-04-30, Time: 22:18:28, Temperature: 28, Humidity: 44
Date: 2024-04-30, Time: 22:18:39, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:18:49, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:19:00, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:19:10, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:19:21, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:19:32, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:19:42, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:19:53, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:20:03, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:20:14, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:20:25, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:20:35, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:20:46, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:20:57, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:21:07, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:21:18, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:21:28, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:21:39, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:21:50, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:22:00, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:22:11, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:22:22, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:22:32, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:22:43, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:22:53, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:23:04, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:23:15, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:23:25, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:23:36, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:23:46, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:23:57, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:24:08, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:24:18, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:24:29, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:24:40, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:24:50, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:25:01, Temperature: 29, Humidity: 46
Date: 2024-04-30, Time: 22:25:11, Temperature: 29, Humidity: 46
Date: 2024-04-30, Time: 22:25:22, Temperature: 29, Humidity: 46
Date: 2024-04-30, Time: 22:32:28, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:32:39, Temperature: 29, Humidity: 45
Date: 2024-04-30, Time: 22:32:50, Temperature: 29, Humidity: 44
Date: 2024-04-30, Time: 22:33:00, Temperature: 29, Humidity: 43
Date: 2024-04-30, Time: 22:33:11, Temperature: 29, Humidity: 43
Date: 2024-04-30, Time: 22:35:12, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:35:22, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:35:33, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:35:43, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:35:54, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:36:05, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:36:21, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:36:32, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:36:43, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:36:53, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:37:04, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:37:15, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:37:25, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:37:36, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:37:46, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:37:57, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:38:08, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:38:18, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:38:29, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:38:39, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:38:50, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:39:01, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:39:11, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:39:22, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:39:33, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:39:43, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:39:54, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:40:04, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:40:15, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:40:26, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:40:36, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:40:47, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:40:57, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:41:08, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:41:19, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:41:29, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:41:40, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:41:50, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:42:01, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:42:12, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:42:22, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:42:33, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:42:44, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:42:54, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:43:05, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:43:15, Temperature: 29, Humidity: 41
Date: 2024-04-30, Time: 22:43:26, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:43:37, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:43:47, Temperature: 29, Humidity: 42
Date: 2024-04-30, Time: 22:43:58, Temperature: 29, Humidity: 43
Date: 2024-04-30, Time: 22:44:08, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:44:19, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:44:30, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:44:40, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:44:51, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:45:02, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:45:12, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:45:23, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:45:33, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:45:44, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:45:55, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:46:05, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:46:16, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:46:26, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:46:37, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:46:48, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:46:58, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:47:09, Temperature: 30, Humidity: 44
Date: 2024-04-30, Time: 22:47:19, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:47:30, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:47:41, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:47:51, Temperature: 30, Humidity: 43
Date: 2024-04-30, Time: 22:48:02, Temperature: 30, Humidity: 42
Date: 2024-04-30, Time: 22:48:12, Temperature: 30, Humidity: 42
Date: 2024-04-30, Time: 22:48:23, Temperature: 30, Humidity: 42
Date: 2024-04-30, Time: 22:48:34, Temperature: 30, Humidity: 42
Date: 2024-04-30, Time: 22:48:44, Temperature: 30, Humidity: 42
Date: 2024-04-30, Time: 22:48:55, Temperature: 30, Humidity: 42
Date: 2024-04-30, Time: 22:49:06, Temperature: 30, Humidity: 41
Date: 2024-04-30, Time: 22:49:16, Temperature: 30, Humidity: 41
Date: 2024-04-30, Time: 22:49:27, Temperature: 30, Humidity: 41
Date: 2024-04-30, Time: 22:49:37, Temperature: 30, Humidity: 41
Date: 2024-04-30, Time: 22:49:48, Temperature: 30, Humidity: 41
Date: 2024-04-30, Time: 22:49:59, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:50:09, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:50:20, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:50:30, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:50:41, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:50:52, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:51:02, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:51:13, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:51:24, Temperature: 30, Humidity: 39
Date: 2024-04-30, Time: 22:51:34, Temperature: 29, Humidity: 39
Date: 2024-04-30, Time: 22:51:45, Temperature: 29, Humidity: 39
Date: 2024-04-30, Time: 22:51:55, Temperature: 29, Humidity: 39
Date: 2024-04-30, Time: 22:52:06, Temperature: 29, Humidity: 39
Date: 2024-04-30, Time: 22:52:17, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:52:27, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:52:38, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:52:48, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:52:59, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:53:10, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:53:20, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:53:31, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:53:42, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:53:52, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:54:03, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:54:13, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:54:24, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:54:35, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:54:45, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:54:56, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:55:07, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:55:17, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:55:28, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:55:38, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:55:49, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:56:00, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:56:10, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:56:21, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:56:31, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:56:42, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:56:53, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:57:03, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:57:14, Temperature: 29, Humidity: 37
Date: 2024-04-30, Time: 22:57:25, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:57:35, Temperature: 29, Humidity: 38
Date: 2024-04-30, Time: 22:58:35, Temperature: 29, Humidity: 39
Date: 2024-04-30, Time: 22:58:45, Temperature: 29, Humidity: 39
Date: 2024-04-30, Time: 22:58:56, Temperature: 30, Humidity: 39
Date: 2024-04-30, Time: 22:59:07, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:59:17, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:59:28, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:59:39, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 22:59:49, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 23:00:00, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 23:00:10, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 23:00:21, Temperature: 30, Humidity: 40
Date: 2024-04-30, Time: 23:00:32, Temperature: 30, Humidity: 41
Date: 2024-04-30, Time: 23:00:42, Temperature: 31, Humidity: 41
Date: 2024-04-30, Time: 23:00:53, Temperature: 31, Humidity: 41
Date: 2024-04-30, Time: 23:01:03, Temperature: 31, Humidity: 41
Date: 2024-04-30, Time: 23:01:14, Temperature: 31, Humidity: 41
Date: 2024-04-30, Time: 23:01:25, Temperature: 31, Humidity: 41
Date: 2024-04-30, Time: 23:01:35, Temperature: 31, Humidity: 41
